name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_date_str,correct_answer
Mark,2019-04-26,Aaron,2019-05-04,Matt,2019-05-06,Mark donated blood on the 26th of April. Aaron donated blood on the 4th of May. Matt donated blood on the 6th of May. The first person that donated blood was,2019-04-26,26th of April,Mark
Alice,2019-04-17,Fred,2019-05-15,Peter,2019-05-03,Alice cooked cheesecake on the 17th of April. Fred cooked cheesecake on the 15th of May. Peter cooked cheesecake on the 3rd of May. The first person that cooked cheesecake was,2019-04-17,17th of April,Alice
Alex,2019-05-21,Frank,2019-04-18,Fred,2019-04-26,Alex got a raise on the 21st of May. Frank got a raise on the 18th of April. Fred got a raise on the 26th of April. The first person that got a raise was,2019-04-18,18th of April,Frank
Alex,2019-05-21,Walker,2019-05-03,Luke,2019-04-10,Alex went to the museum on the 21st of May. Walker went to the museum on the 3rd of May. Luke went to the museum on the 10th of April. The first person that went to the museum was,2019-04-10,10th of April,Luke
Joy,2019-04-13,Robert,2019-05-20,Ryan,2019-05-21,Joy ironed the clothes on the 13th of April. Robert ironed the clothes on the 20th of May. Ryan ironed the clothes on the 21st of May. The first person that ironed the clothes was,2019-04-13,13th of April,Joy
Ian,2019-04-14,Andrew,2019-05-08,Neil,2019-05-03,Ian won a contest on the 14th of April. Andrew won a contest on the 8th of May. Neil won a contest on the 3rd of May. The first person that won a contest was,2019-04-14,14th of April,Ian
Alex,2019-05-11,Jack,2019-05-04,Joy,2019-04-07,Alex sent a package on the 11th of May. Jack sent a package on the 4th of May. Joy sent a package on the 7th of April. The first person that sent a package was,2019-04-07,7th of April,Joy
Jack,2019-04-09,Henry,2019-05-12,Neil,2019-05-14,Jack purchased a new laptop on the 9th of April. Henry purchased a new laptop on the 12th of May. Neil purchased a new laptop on the 14th of May. The first person that purchased a new laptop was,2019-04-09,9th of April,Jack
Walker,2019-05-27,Josh,2019-05-02,Marco,2019-04-21,Walker went to the museum on the 27th of May. Josh went to the museum on the 2nd of May. Marco went to the museum on the 21st of April. The first person that went to the museum was,2019-04-21,21st of April,Marco
Leon,2019-04-11,Brandon,2019-04-07,Maria,2019-04-09,Leon washed the car on the 11th of April. Brandon washed the car on the 7th of April. Maria washed the car on the 9th of April. The first person that washed the car was,2019-04-07,7th of April,Brandon
Laura,2019-05-11,Aaron,2019-04-30,Scott,2019-04-20,Laura went to a Mexican restaurant on the 11th of May. Aaron went to a Mexican restaurant on the 30th of April. Scott went to a Mexican restaurant on the 20th of April. The first person that went to a Mexican restaurant was,2019-04-20,20th of April,Scott
Marco,2019-05-18,Leon,2019-04-10,Alex,2019-05-11,Marco sent a package on the 18th of May. Leon sent a package on the 10th of April. Alex sent a package on the 11th of May. The first person that sent a package was,2019-04-10,10th of April,Leon
Ian,2019-04-09,Rose,2019-05-14,Frank,2019-04-29,Ian arrived in the UK on the 9th of April. Rose arrived in the UK on the 14th of May. Frank arrived in the UK on the 29th of April. The first person that arrived in the UK was,2019-04-09,9th of April,Ian
Rose,2019-05-14,Joy,2019-05-05,Luke,2019-04-05,Rose bought a new car on the 14th of May. Joy bought a new car on the 5th of May. Luke bought a new car on the 5th of April. The first person that bought a new car was,2019-04-05,5th of April,Luke
Alice,2019-04-17,Mark,2019-04-26,Connor,2019-04-28,Alice went to a festival on the 17th of April. Mark went to a festival on the 26th of April. Connor went to a festival on the 28th of April. The first person that went to a festival was,2019-04-17,17th of April,Alice
Peter,2019-04-05,Frank,2019-04-18,Fred,2019-04-10,Peter arrived in the UK on the 5th of April. Frank arrived in the UK on the 18th of April. Fred arrived in the UK on the 10th of April. The first person that arrived in the UK was,2019-04-05,5th of April,Peter
Josh,2019-05-02,Peter,2019-05-26,Kyle,2019-04-12,Josh arrived in Canada on the 2nd of May. Peter arrived in Canada on the 26th of May. Kyle arrived in Canada on the 12th of April. The first person that arrived in Canada was,2019-04-12,12th of April,Kyle
Rachel,2019-05-06,Peter,2019-04-05,Josh,2019-05-04,Rachel reorganized the closet on the 6th of May. Peter reorganized the closet on the 5th of April. Josh reorganized the closet on the 4th of May. The first person that reorganized the closet was,2019-04-05,5th of April,Peter
Tyler,2019-04-03,Marco,2019-04-02,Charlie,2019-05-01,Tyler moved to a new city on the 3rd of April. Marco moved to a new city on the 2nd of April. Charlie moved to a new city on the 1st of May. The first person that moved to a new city was,2019-04-02,2nd of April,Marco
Mark,2019-05-01,Dallas,2019-04-21,Alex,2019-04-24,Mark played beer pong on the 1st of May. Dallas played beer pong on the 21st of April. Alex played beer pong on the 24th of April. The first person that played beer pong was,2019-04-21,21st of April,Dallas
Scott,2019-04-10,Kyle,2019-04-23,Alice,2019-04-25,Scott took a ferry on the 10th of April. Kyle took a ferry on the 23rd of April. Alice took a ferry on the 25th of April. The first person that took a ferry was,2019-04-10,10th of April,Scott
Leon,2019-04-10,Walker,2019-05-03,Alex,2019-05-21,Leon moved to a new city on the 10th of April. Walker moved to a new city on the 3rd of May. Alex moved to a new city on the 21st of May. The first person that moved to a new city was,2019-04-10,10th of April,Leon
Dallas,2019-04-13,Marco,2019-04-21,Mark,2019-04-26,Dallas painted a portrait on the 13th of April. Marco painted a portrait on the 21st of April. Mark painted a portrait on the 26th of April. The first person that painted a portrait was,2019-04-13,13th of April,Dallas
Martin,2019-05-24,Emily,2019-05-01,Ian,2019-04-09,Martin got a haircut on the 24th of May. Emily got a haircut on the 1st of May. Ian got a haircut on the 9th of April. The first person that got a haircut was,2019-04-09,9th of April,Ian
Jerry,2019-05-11,George,2019-04-16,Dean,2019-04-12,Jerry cleaned the windows on the 11th of May. George cleaned the windows on the 16th of April. Dean cleaned the windows on the 12th of April. The first person that cleaned the windows was,2019-04-12,12th of April,Dean
George,2019-05-16,Peter,2019-05-20,Rose,2019-05-17,George compiled the spreadsheet on the 16th of May. Peter compiled the spreadsheet on the 20th of May. Rose compiled the spreadsheet on the 17th of May. The first person that compiled the spreadsheet was,2019-05-16,16th of May,George
Fred,2019-05-19,Brandon,2019-05-04,Kyle,2019-05-18,Fred cleaned the windows on the 19th of May. Brandon cleaned the windows on the 4th of May. Kyle cleaned the windows on the 18th of May. The first person that cleaned the windows was,2019-05-04,4th of May,Brandon
Fred,2019-05-19,Bob,2019-05-03,Connor,2019-05-06,Fred watered the plants on the 19th of May. Bob watered the plants on the 3rd of May. Connor watered the plants on the 6th of May. The first person that watered the plants was,2019-05-03,3rd of May,Bob
Maria,2019-04-09,Luke,2019-05-20,Rose,2019-05-17,Maria participated in a triathlon on the 9th of April. Luke participated in a triathlon on the 20th of May. Rose participated in a triathlon on the 17th of May. The first person that participated in a triathlon was,2019-04-09,9th of April,Maria
George,2019-04-26,Blake,2019-05-21,Rose,2019-05-11,George went to an Indian restaurant on the 26th of April. Blake went to an Indian restaurant on the 21st of May. Rose went to an Indian restaurant on the 11th of May. The first person that went to an Indian restaurant was,2019-04-26,26th of April,George
Jason,2019-05-08,Grant,2019-05-14,Peter,2019-05-12,Jason went camping on the 8th of May. Grant went camping on the 14th of May. Peter went camping on the 12th of May. The first person that went camping was,2019-05-08,8th of May,Jason
Andrew,2019-05-08,Marco,2019-04-21,Dean,2019-05-23,Andrew harvested a garden on the 8th of May. Marco harvested a garden on the 21st of April. Dean harvested a garden on the 23rd of May. The first person that harvested a garden was,2019-04-21,21st of April,Marco
George,2019-04-16,Joy,2019-05-05,Mark,2019-04-26,George wrote a letter on the 16th of April. Joy wrote a letter on the 5th of May. Mark wrote a letter on the 26th of April. The first person that wrote a letter was,2019-04-16,16th of April,George
Aaron,2019-04-04,Jerry,2019-04-03,Dean,2019-05-23,Aaron won the lottery on the 4th of April. Jerry won the lottery on the 3rd of April. Dean won the lottery on the 23rd of May. The first person that won the lottery was,2019-04-03,3rd of April,Jerry
Kevin,2019-04-16,Fred,2019-04-10,Dallas,2019-04-21,Kevin passed an exam on the 16th of April. Fred passed an exam on the 10th of April. Dallas passed an exam on the 21st of April. The first person that passed an exam was,2019-04-10,10th of April,Fred
Kyle,2019-04-12,Matt,2019-05-06,Jack,2019-05-04,Kyle took a train on the 12th of April. Matt took a train on the 6th of May. Jack took a train on the 4th of May. The first person that took a train was,2019-04-12,12th of April,Kyle
Hunter,2019-05-28,Leon,2019-04-11,Matt,2019-04-03,Hunter donated toys on the 28th of May. Leon donated toys on the 11th of April. Matt donated toys on the 3rd of April. The first person that donated toys was,2019-04-03,3rd of April,Matt
Aaron,2019-04-03,Steve,2019-05-17,Marco,2019-04-21,Aaron washed the floors on the 3rd of April. Steve washed the floors on the 17th of May. Marco washed the floors on the 21st of April. The first person that washed the floors was,2019-04-03,3rd of April,Aaron
Martin,2019-04-22,Josh,2019-05-04,Brandon,2019-05-22,Martin took a boat on the 22nd of April. Josh took a boat on the 4th of May. Brandon took a boat on the 22nd of May. The first person that took a boat was,2019-04-22,22nd of April,Martin
Josh,2019-05-26,Frank,2019-05-03,Alice,2019-04-07,Josh cooked cheesecake on the 26th of May. Frank cooked cheesecake on the 3rd of May. Alice cooked cheesecake on the 7th of April. The first person that cooked cheesecake was,2019-04-07,7th of April,Alice
Scott,2019-04-10,Fred,2019-04-08,Rose,2019-05-08,Scott cooked lasagna on the 10th of April. Fred cooked lasagna on the 8th of April. Rose cooked lasagna on the 8th of May. The first person that cooked lasagna was,2019-04-08,8th of April,Fred
Leon,2019-04-10,Dean,2019-05-27,Jerry,2019-05-11,Leon painted a mural on the 10th of April. Dean painted a mural on the 27th of May. Jerry painted a mural on the 11th of May. The first person that painted a mural was,2019-04-10,10th of April,Leon
Neil,2019-04-10,Walker,2019-04-22,Josh,2019-05-04,Neil received a promotion on the 10th of April. Walker received a promotion on the 22nd of April. Josh received a promotion on the 4th of May. The first person that received a promotion was,2019-04-10,10th of April,Neil
Rose,2019-05-11,George,2019-04-16,Marco,2019-04-02,Rose arrived in Italy on the 11th of May. George arrived in Italy on the 16th of April. Marco arrived in Italy on the 2nd of April. The first person that arrived in Italy was,2019-04-02,2nd of April,Marco
Charlie,2019-05-01,Rachel,2019-05-13,Alice,2019-04-07,Charlie went hiking on the 1st of May. Rachel went hiking on the 13th of May. Alice went hiking on the 7th of April. The first person that went hiking was,2019-04-07,7th of April,Alice
Luke,2019-04-21,Peter,2019-05-20,George,2019-04-17,Luke played beer pong on the 21st of April. Peter played beer pong on the 20th of May. George played beer pong on the 17th of April. The first person that played beer pong was,2019-04-17,17th of April,George
Neil,2019-05-03,Hunter,2019-04-03,Fred,2019-04-26,Neil cleaned the basement on the 3rd of May. Hunter cleaned the basement on the 3rd of April. Fred cleaned the basement on the 26th of April. The first person that cleaned the basement was,2019-04-03,3rd of April,Hunter
Robert,2019-05-22,Scott,2019-04-08,Tyler,2019-04-03,Robert left for vacation on the 22nd of May. Scott left for vacation on the 8th of April. Tyler left for vacation on the 3rd of April. The first person that left for vacation was,2019-04-03,3rd of April,Tyler
