name_1,period_length_1,period_str_1,name_2,period_length_2,period_str_2,name_3,period_length_3,period_str_3,context,period_type,correct_period_str,correct_period_length,correct_answer
Kyle,1.75,four times a week,Max,3.0,every 3 days,Laura,1.4,five times a week,Kyle plays soccer four times a week. Max plays soccer every 3 days. Laura plays soccer five times a week. The person who plays soccer more often is,days,five times a week,1.4,Laura
Hope,1.0,daily,Charlie,4.0,every 4 days,Scott,1.75,four times a week,Hope takes out the trash daily. Charlie takes out the trash every 4 days. Scott takes out the trash four times a week. The person who takes out the trash more often is,days,daily,1.0,Hope
Tyler,7.5,four times a month,Michael,14.0,every other week,Neil,6.0,five times a month,Tyler waters the plants four times a month. Michael waters the plants every other week. Neil waters the plants five times a month. The person who waters the plants more often is,weeks,five times a month,6.0,Neil
Charlie,120.0,every 4 months,Robert,365.0,every year,Max,73.0,five times a year,Charlie attends a festival every 4 months. Robert attends a festival every year. Max attends a festival five times a year. The person who attends a festival more often is,months,five times a year,73.0,Max
Ryan,5.0,six times a month,Luke,7.5,four times a month,Marco,14.0,every other week,Ryan does the laundry six times a month. Luke does the laundry four times a month. Marco does the laundry every other week. The person who does the laundry more often is,weeks,six times a month,5.0,Ryan
Blake,5.0,six times a month,Marco,28.0,every 4 weeks,April,15.0,twice a month,Blake plays soccer six times a month. Marco plays soccer every 4 weeks. April plays soccer twice a month. The person who plays soccer more often is,weeks,six times a month,5.0,Blake
Blake,7.0,every week,John,7.5,four times a month,Rose,6.0,five times a month,Blake goes to the gym every week. John goes to the gym four times a month. Rose goes to the gym five times a month. The person who goes to the gym more often is,weeks,five times a month,6.0,Rose
Jason,5.0,six times a month,John,30.0,every month,Blake,7.0,every week,Jason plays tennis six times a month. John plays tennis every month. Blake plays tennis every week. The person who plays tennis more often is,weeks,six times a month,5.0,Jason
Andrew,2.0,every other day,Dallas,5.0,every 5 days,Jason,3.0,every 3 days,Andrew goes for a swim every other day. Dallas goes for a swim every 5 days. Jason goes for a swim every 3 days. The person who goes for a swim more often is,days,every other day,2.0,Andrew
Charlie,1.0,daily,Grant,6.0,every 6 days,William,3.0,every 3 days,Charlie plays soccer daily. Grant plays soccer every 6 days. William plays soccer every 3 days. The person who plays soccer more often is,days,daily,1.0,Charlie
Steve,7.0,every week,Jack,3.5,twice a week,Marco,6.0,every 6 days,Steve goes for a swim every week. Jack goes for a swim twice a week. Marco goes for a swim every 6 days. The person who goes for a swim more often is,days,twice a week,3.5,Jack
Tyler,30.0,monthly,Rachel,365.0,every year,Ian,91.25,four times a year,Tyler donates to charity monthly. Rachel donates to charity every year. Ian donates to charity four times a year. The person who donates to charity more often is,months,monthly,30.0,Tyler
Blake,5.0,six times a month,Aaron,7.5,four times a month,Jack,21.0,every 3 weeks,Blake bakes a cake six times a month. Aaron bakes a cake four times a month. Jack bakes a cake every 3 weeks. The person who bakes a cake more often is,weeks,six times a month,5.0,Blake
Dallas,121.66666666666667,three times a year,April,30.0,monthly,Maria,90.0,every 3 months,Dallas throws a party three times a year. April throws a party monthly. Maria throws a party every 3 months. The person who throws a party more often is,months,monthly,30.0,April
Kevin,5.0,every 5 days,Bob,2.0,every other day,Jason,1.0,daily,Kevin visits their grandparents every 5 days. Bob visits their grandparents every other day. Jason visits their grandparents daily. The person who visits their grandparents more often is,days,daily,1.0,Jason
Michael,2.3333333333333335,three times a week,Martin,2.0,every other day,Aaron,1.0,every day,Michael goes to the gym three times a week. Martin goes to the gym every other day. Aaron goes to the gym every day. The person who goes to the gym more often is,days,every day,1.0,Aaron
Emily,1460.0,every 4 years,Fred,365.0,every year,Jerry,1825.0,every 5 years,Emily visits the US every 4 years. Fred visits the US every year. Jerry visits the US every 5 years. The person who visits the US more often is,years,every year,365.0,Fred
Richard,2190.0,every 6 years,Neil,730.0,every two years,Blake,1095.0,every 3 years,Richard renews their driver's license every 6 years. Neil renews their driver's license every two years. Blake renews their driver's license every 3 years. The person who renews their driver's license more often is,years,every two years,730.0,Neil
Henry,4.0,every 4 days,Kyle,5.0,every 5 days,Ian,1.1666666666666667,six times a week,Henry plays tennis every 4 days. Kyle plays tennis every 5 days. Ian plays tennis six times a week. The person who plays tennis more often is,days,six times a week,1.1666666666666667,Ian
Brandon,1460.0,every 4 years,April,730.0,every two years,Charlie,1095.0,every 3 years,Brandon attends a concert every 4 years. April attends a concert every two years. Charlie attends a concert every 3 years. The person who attends a concert more often is,years,every two years,730.0,April
Jason,1.1666666666666667,six times a week,Jack,1.4,five times a week,Hunter,3.0,every 3 days,Jason cleans the house six times a week. Jack cleans the house five times a week. Hunter cleans the house every 3 days. The person who cleans the house more often is,days,six times a week,1.1666666666666667,Jason
Scott,1.4,five times a week,Steve,7.0,every week,Max,3.0,every 3 days,Scott visits their grandparents five times a week. Steve visits their grandparents every week. Max visits their grandparents every 3 days. The person who visits their grandparents more often is,days,five times a week,1.4,Scott
Steve,14.0,every other week,Jason,28.0,every 4 weeks,Jerry,7.5,four times a month,Steve attends a festival every other week. Jason attends a festival every 4 weeks. Jerry attends a festival four times a month. The person who attends a festival more often is,weeks,four times a month,7.5,Jerry
Scott,1.0,daily,Richard,2.3333333333333335,three times a week,Charlie,4.0,every 4 days,Scott bakes a cake daily. Richard bakes a cake three times a week. Charlie bakes a cake every 4 days. The person who bakes a cake more often is,days,daily,1.0,Scott
Matt,2.0,every other day,Charlie,1.1666666666666667,six times a week,Alice,5.0,every 5 days,Matt changes the bed sheets every other day. Charlie changes the bed sheets six times a week. Alice changes the bed sheets every 5 days. The person who changes the bed sheets more often is,days,six times a week,1.1666666666666667,Charlie
Laura,1.4,five times a week,Dallas,7.0,every week,William,3.0,every 3 days,Laura plays basketball five times a week. Dallas plays basketball every week. William plays basketball every 3 days. The person who plays basketball more often is,days,five times a week,1.4,Laura
Leon,365.0,every year,Neil,60.0,every other month,Rachel,150.0,every 5 months,Leon visits France every year. Neil visits France every other month. Rachel visits France every 5 months. The person who visits France more often is,months,every other month,60.0,Neil
Mark,1.75,four times a week,Alex,3.0,every 3 days,Henry,3.5,twice a week,Mark takes out the trash four times a week. Alex takes out the trash every 3 days. Henry takes out the trash twice a week. The person who takes out the trash more often is,days,four times a week,1.75,Mark
Michael,73.0,five times a year,Dallas,90.0,every 3 months,Jason,60.0,every two months,Michael goes on a business trip five times a year. Dallas goes on a business trip every 3 months. Jason goes on a business trip every two months. The person who goes on a business trip more often is,months,every two months,60.0,Jason
Connor,35.0,every 5 weeks,Aaron,7.0,every week,Ryan,30.0,every month,Connor attends the yoga class every 5 weeks. Aaron attends the yoga class every week. Ryan attends the yoga class every month. The person who attends th yoga class more often is,weeks,every week,7.0,Aaron
Jason,2.0,every other day,Aaron,1.0,every day,Walker,4.0,every 4 days,Jason does the laundry every other day. Aaron does the laundry every day. Walker does the laundry every 4 days. The person who does the laundry more often is,days,every day,1.0,Aaron
Matt,7.0,every week,Emily,21.0,every 3 weeks,Henry,7.5,four times a month,Matt plays soccer every week. Emily plays soccer every 3 weeks. Henry plays soccer four times a month. The person who plays soccer more often is,weeks,every week,7.0,Matt
Mark,6.0,five times a month,Peter,35.0,every 5 weeks,Michael,5.0,six times a month,Mark attends a concert five times a month. Peter attends a concert every 5 weeks. Michael attends a concert six times a month. The person who attends a concert more often is,weeks,six times a month,5.0,Michael
Mark,15.0,twice a month,Aaron,14.0,every other week,April,5.0,six times a month,Mark cleans the windows twice a month. Aaron cleans the windows every other week. April cleans the windows six times a month. The person who cleans the windows more often is,weeks,six times a month,5.0,April
Fred,180.0,every 6 months,Emily,73.0,five times a year,William,121.66666666666667,three times a year,Fred votes in the elections every 6 months. Emily votes in the elections five times a year. William votes in the elections three times a year. The person who votes in the elections more often is,months,five times a year,73.0,Emily
Leon,7.0,every week,Dean,21.0,every 3 weeks,Kyle,35.0,every 5 weeks,Leon mows the lawn every week. Dean mows the lawn every 3 weeks. Kyle mows the lawn every 5 weeks. The person who mows the lawn more often is,weeks,every week,7.0,Leon
Leon,4.0,every 4 days,Alex,3.5,twice a week,Blake,2.3333333333333335,three times a week,Leon buys groceries every 4 days. Alex buys groceries twice a week. Blake buys groceries three times a week. The person who buy groceries more often is,days,three times a week,2.3333333333333335,Blake
Dean,7.0,every week,Alex,2.0,every other day,Blake,1.0,every day,Dean plays volleyball every week. Alex plays volleyball every other day. Blake plays volleyball every day. The person who plays volleyball more often is,days,every day,1.0,Blake
