name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_month,correct_month_label,correct_answer
George,2019-01-19,Joy,2019-04-21,Rachel,2019-08-22,"['George', 'Joy', 'Rachel']",George visited a new city on the 19th of January. Joy visited a new city on the 21st of April. Rachel visited a new city on the 22nd of August. The only person that visited a new city in January is,2019-01-19,January,0,George
Aaron,2019-11-12,Henry,2019-11-16,Joy,2019-05-01,"['Aaron', 'Henry', 'Joy']",Aaron played beer pong on the 12th of November. Henry played beer pong on the 16th of November. Joy played beer pong on the 1st of May. The only person that played beer pong in May is,2019-05-01,May,4,Joy
Luke,2019-03-02,Kevin,2019-12-25,Martin,2019-07-06,"['Luke', 'Kevin', 'Martin']",Luke cleaned the attic on the 2nd of March. Kevin cleaned the attic on the 25th of December. Martin cleaned the attic on the 6th of July. The only person that cleaned the attic in December is,2019-12-25,December,11,Kevin
Ryan,2019-04-23,Max,2019-01-12,Alice,2019-11-16,"['Ryan', 'Max', 'Alice']",Ryan watched TV on the 23rd of April. Max watched TV on the 12th of January. Alice watched TV on the 16th of November. The only person that watched TV in January is,2019-01-12,January,0,Max
Grant,2019-09-27,Brandon,2019-04-25,Jason,2019-01-30,"['Grant', 'Brandon', 'Jason']",Grant went to a concert on the 27th of September. Brandon went to a concert on the 25th of April. Jason went to a concert on the 30th of January. The only person that went to a concert in September is,2019-09-27,September,8,Grant
Max,2019-09-28,Jerry,2019-02-10,Matt,2019-12-21,"['Max', 'Jerry', 'Matt']",Max repaired the bike on the 28th of September. Jerry repaired the bike on the 10th of February. Matt repaired the bike on the 21st of December. The only person that repaired the bike in February is,2019-02-10,February,1,Jerry
Neil,2019-04-03,Dallas,2019-08-19,Walker,2019-09-14,"['Neil', 'Dallas', 'Walker']",Neil washed the dog on the 3rd of April. Dallas washed the dog on the 19th of August. Walker washed the dog on the 14th of September. The only person that washed the dog in August is,2019-08-19,August,7,Dallas
Matt,2019-05-08,Rose,2019-03-01,April,2019-05-29,"['Matt', 'Rose', 'April']",Matt got a raise on the 8th of May. Rose got a raise on the 1st of March. April got a raise on the 29th of May. The only person that got a raise in March is,2019-03-01,March,2,Rose
Henry,2019-11-12,Dallas,2019-04-14,Luke,2019-06-22,"['Henry', 'Dallas', 'Luke']",Henry visited a new country on the 12th of November. Dallas visited a new country on the 14th of April. Luke visited a new country on the 22nd of June. The only person that visited a new country in June is,2019-06-22,June,5,Luke
Kevin,2019-05-19,Connor,2019-04-18,Andrew,2019-07-26,"['Kevin', 'Connor', 'Andrew']",Kevin returned from vacation on the 19th of May. Connor returned from vacation on the 18th of April. Andrew returned from vacation on the 26th of July. The only person that returned from vacation in May is,2019-05-19,May,4,Kevin
Neil,2019-04-03,Mark,2019-10-31,Peter,2019-08-09,"['Neil', 'Mark', 'Peter']",Neil arrived in Italy on the 3rd of April. Mark arrived in Italy on the 31st of October. Peter arrived in Italy on the 9th of August. The only person that arrived in Italy in April is,2019-04-03,April,3,Neil
Jack,2019-07-18,Emily,2019-05-21,Andrew,2019-05-20,"['Jack', 'Emily', 'Andrew']",Jack arrived in the UK on the 18th of July. Emily arrived in the UK on the 21st of May. Andrew arrived in the UK on the 20th of May. The only person that arrived in the UK in July is,2019-07-18,July,6,Jack
April,2019-10-22,John,2019-11-15,Mark,2019-10-31,"['April', 'John', 'Mark']",April mowed the lawn on the 22nd of October. John mowed the lawn on the 15th of November. Mark mowed the lawn on the 31st of October. The only person that mowed the lawn in November is,2019-11-15,November,10,John
Ryan,2019-08-20,Grant,2019-06-27,Kevin,2019-02-19,"['Ryan', 'Grant', 'Kevin']",Ryan arrived in Canada on the 20th of August. Grant arrived in Canada on the 27th of June. Kevin arrived in Canada on the 19th of February. The only person that arrived in Canada in June is,2019-06-27,June,5,Grant
Hope,2019-05-09,Scott,2019-04-09,Jason,2019-10-07,"['Hope', 'Scott', 'Jason']",Hope cooked cheesecake on the 9th of May. Scott cooked cheesecake on the 9th of April. Jason cooked cheesecake on the 7th of October. The only person that cooked cheesecake in October is,2019-10-07,October,9,Jason
Marco,2019-04-16,Tyler,2019-09-02,Rose,2019-08-27,"['Marco', 'Tyler', 'Rose']",Marco got surgery on the 16th of April. Tyler got surgery on the 2nd of September. Rose got surgery on the 27th of August. The only person that got surgery in August is,2019-08-27,August,7,Rose
Scott,2019-12-07,Josh,2019-02-25,Rachel,2019-10-05,"['Scott', 'Josh', 'Rachel']",Scott won a prize on the 7th of December. Josh won a prize on the 25th of February. Rachel won a prize on the 5th of October. The only person that won a prize in December is,2019-12-07,December,11,Scott
Peter,2019-02-20,Maria,2019-06-20,Emily,2019-10-14,"['Peter', 'Maria', 'Emily']",Peter ironed the clothes on the 20th of February. Maria ironed the clothes on the 20th of June. Emily ironed the clothes on the 14th of October. The only person that ironed the clothes in February is,2019-02-20,February,1,Peter
Steve,2019-07-30,Emily,2019-03-31,Luke,2019-02-17,"['Steve', 'Emily', 'Luke']",Steve painted a portrait on the 30th of July. Emily painted a portrait on the 31st of March. Luke painted a portrait on the 17th of February. The only person that painted a portrait in March is,2019-03-31,March,2,Emily
April,2019-10-21,Laura,2019-12-22,Alex,2019-10-03,"['April', 'Laura', 'Alex']",April played chess on the 21st of October. Laura played chess on the 22nd of December. Alex played chess on the 3rd of October. The only person that played chess in December is,2019-12-22,December,11,Laura
Laura,2019-04-06,Mark,2019-10-31,Leon,2019-08-20,"['Laura', 'Mark', 'Leon']",Laura bought a new phone on the 6th of April. Mark bought a new phone on the 31st of October. Leon bought a new phone on the 20th of August. The only person that bought a new phone in August is,2019-08-20,August,7,Leon
Steve,2019-05-02,Henry,2019-04-03,Marco,2019-04-16,"['Steve', 'Henry', 'Marco']",Steve donated clothes on the 2nd of May. Henry donated clothes on the 3rd of April. Marco donated clothes on the 16th of April. The only person that donated clothes in May is,2019-05-02,May,4,Steve
Aaron,2019-02-23,Hope,2019-10-28,Ryan,2019-11-01,"['Aaron', 'Hope', 'Ryan']",Aaron harvested a garden on the 23rd of February. Hope harvested a garden on the 28th of October. Ryan harvested a garden on the 1st of November. The only person that harvested a garden in February is,2019-02-23,February,1,Aaron
Matt,2019-10-29,Dallas,2019-05-12,Grant,2019-01-25,"['Matt', 'Dallas', 'Grant']",Matt arrived in the US on the 29th of October. Dallas arrived in the US on the 12th of May. Grant arrived in the US on the 25th of January. The only person that arrived in the US in October is,2019-10-29,October,9,Matt
Mark,2019-02-02,April,2019-08-31,John,2019-04-18,"['Mark', 'April', 'John']",Mark cooked lasagna on the 2nd of February. April cooked lasagna on the 31st of August. John cooked lasagna on the 18th of April. The only person that cooked lasagna in April is,2019-04-18,April,3,John
Frank,2019-10-02,Alice,2019-03-14,William,2019-02-10,"['Frank', 'Alice', 'William']",Frank reorganized the closet on the 2nd of October. Alice reorganized the closet on the 14th of March. William reorganized the closet on the 10th of February. The only person that reorganized the closet in March is,2019-03-14,March,2,Alice
Laura,2019-08-13,Andrew,2019-05-25,Matt,2019-04-22,"['Laura', 'Andrew', 'Matt']",Laura ironed the clothes on the 13th of August. Andrew ironed the clothes on the 25th of May. Matt ironed the clothes on the 22nd of April. The only person that ironed the clothes in August is,2019-08-13,August,7,Laura
Alex,2019-02-06,Steve,2019-01-25,Kevin,2019-10-27,"['Alex', 'Steve', 'Kevin']",Alex filled out the application on the 6th of February. Steve filled out the application on the 25th of January. Kevin filled out the application on the 27th of October. The only person that filled out the application in October is,2019-10-27,October,9,Kevin
William,2019-12-07,Aaron,2019-02-04,Maria,2019-10-06,"['William', 'Aaron', 'Maria']",William repaired the bike on the 7th of December. Aaron repaired the bike on the 4th of February. Maria repaired the bike on the 6th of October. The only person that repaired the bike in December is,2019-12-07,December,11,William
Jason,2019-03-14,George,2019-01-19,Kevin,2019-09-16,"['Jason', 'George', 'Kevin']",Jason got a raise on the 14th of March. George got a raise on the 19th of January. Kevin got a raise on the 16th of September. The only person that got a raise in September is,2019-09-16,September,8,Kevin
Martin,2019-04-06,Kevin,2019-11-16,Alice,2019-02-05,"['Martin', 'Kevin', 'Alice']",Martin went to the gym on the 6th of April. Kevin went to the gym on the 16th of November. Alice went to the gym on the 5th of February. The only person that went to the gym in February is,2019-02-05,February,1,Alice
Peter,2019-05-30,Kyle,2019-03-16,Mark,2019-01-12,"['Peter', 'Kyle', 'Mark']",Peter sent a postcard on the 30th of May. Kyle sent a postcard on the 16th of March. Mark sent a postcard on the 12th of January. The only person that sent a postcard in May is,2019-05-30,May,4,Peter
Connor,2019-12-15,Maria,2019-07-24,Scott,2019-02-27,"['Connor', 'Maria', 'Scott']",Connor painted a portrait on the 15th of December. Maria painted a portrait on the 24th of July. Scott painted a portrait on the 27th of February. The only person that painted a portrait in December is,2019-12-15,December,11,Connor
Andrew,2019-05-07,Brandon,2019-04-25,Rachel,2019-10-03,"['Andrew', 'Brandon', 'Rachel']",Andrew filled out the application on the 7th of May. Brandon filled out the application on the 25th of April. Rachel filled out the application on the 3rd of October. The only person that filled out the application in May is,2019-05-07,May,4,Andrew
Michael,2019-11-18,Rose,2019-03-08,Matt,2019-05-12,"['Michael', 'Rose', 'Matt']",Michael repotted the plants on the 18th of November. Rose repotted the plants on the 8th of March. Matt repotted the plants on the 12th of May. The only person that repotted the plants in November is,2019-11-18,November,10,Michael
Alex,2019-01-12,George,2019-08-20,Henry,2019-11-16,"['Alex', 'George', 'Henry']",Alex went camping on the 12th of January. George went camping on the 20th of August. Henry went camping on the 16th of November. The only person that went camping in January is,2019-01-12,January,0,Alex
Joy,2019-01-20,Connor,2019-12-15,Kyle,2019-11-28,"['Joy', 'Connor', 'Kyle']",Joy took a taxi on the 20th of January. Connor took a taxi on the 15th of December. Kyle took a taxi on the 28th of November. The only person that took a taxi in January is,2019-01-20,January,0,Joy
William,2019-01-15,Charlie,2019-06-12,Kevin,2019-01-11,"['William', 'Charlie', 'Kevin']",William returned from vacation on the 15th of January. Charlie returned from vacation on the 12th of June. Kevin returned from vacation on the 11th of January. The only person that returned from vacation in June is,2019-06-12,June,5,Charlie
William,2019-06-25,Mark,2019-12-27,Jerry,2019-01-19,"['William', 'Mark', 'Jerry']",William sent a postcard on the 25th of June. Mark sent a postcard on the 27th of December. Jerry sent a postcard on the 19th of January. The only person that sent a postcard in January is,2019-01-19,January,0,Jerry
Connor,2019-07-27,Fred,2019-03-27,William,2019-02-07,"['Connor', 'Fred', 'William']",Connor arrived in Spain on the 27th of July. Fred arrived in Spain on the 27th of March. William arrived in Spain on the 7th of February. The only person that arrived in Spain in March is,2019-03-27,March,2,Fred
Connor,2019-06-11,Matt,2019-10-29,Brandon,2019-04-21,"['Connor', 'Matt', 'Brandon']",Connor had a barbecue on the 11th of June. Matt had a barbecue on the 29th of October. Brandon had a barbecue on the 21st of April. The only person that had a barbecue in June is,2019-06-11,June,5,Connor
Jack,2019-08-27,Luke,2019-02-17,Ian,2019-02-26,"['Jack', 'Luke', 'Ian']",Jack ironed the clothes on the 27th of August. Luke ironed the clothes on the 17th of February. Ian ironed the clothes on the 26th of February. The only person that ironed the clothes in August is,2019-08-27,August,7,Jack
Rachel,2019-11-19,Marco,2019-07-09,George,2019-08-20,"['Rachel', 'Marco', 'George']",Rachel went to a Mexican restaurant on the 19th of November. Marco went to a Mexican restaurant on the 9th of July. George went to a Mexican restaurant on the 20th of August. The only person that went to a Mexican restaurant in August is,2019-08-20,August,7,George
Kevin,2019-02-19,Brandon,2019-03-15,Michael,2019-11-18,"['Kevin', 'Brandon', 'Michael']",Kevin took a ferry on the 19th of February. Brandon took a ferry on the 15th of March. Michael took a ferry on the 18th of November. The only person that took a ferry in March is,2019-03-15,March,2,Brandon
Leon,2019-06-02,Ian,2019-10-11,Marco,2019-04-03,"['Leon', 'Ian', 'Marco']",Leon cleaned the attic on the 2nd of June. Ian cleaned the attic on the 11th of October. Marco cleaned the attic on the 3rd of April. The only person that cleaned the attic in April is,2019-04-03,April,3,Marco
Peter,2019-01-02,Martin,2019-03-08,Laura,2019-10-13,"['Peter', 'Martin', 'Laura']",Peter ironed the clothes on the 2nd of January. Martin ironed the clothes on the 8th of March. Laura ironed the clothes on the 13th of October. The only person that ironed the clothes in October is,2019-10-13,October,9,Laura
