name_1,time_1,name_2,time_2,name_3,time_3,context,alternatives,correct_time,correct_time_expr,correct_answer,correct_phase,correct_phase_og,correct_phase_label,correct_phase_og_label,time_idx_start,time_idx_end
Ryan,19:30:00,Rachel,15:15:00,Mark,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ryan watches TV at 19:30. Rachel watches TV at 15:15. Mark watches TV at 23:00. The only person that watches TV in the morning is","['Ryan', 'Rachel', 'Mark']",19:30:00,19:30,Ryan,morning,evening,1,3,109,114
Robert,18:00:00,Emily,01:30:00,Leon,23:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert listens to music at 18:00. Emily listens to music at 1:30. Leon listens to music at 23:30. The only person that listens to music in the morning is","['Robert', 'Emily', 'Leon']",18:00:00,18:00,Robert,morning,evening,1,3,117,122
Kyle,12:15:00,Bob,09:15:00,Hunter,23:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle tidies up the room at 12:15. Bob tidies up the room at 9:15. Hunter tidies up the room at 23:30. The only person that tidies up the room in the afternoon is","['Kyle', 'Bob', 'Hunter']",23:30:00,23:30,Hunter,afternoon,evening,2,3,185,190
Jack,17:45:00,Ian,11:45:00,Frank,03:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack goes for a run at 17:45. Ian goes for a run at 11:45. Frank goes for a run at 3:30. The only person that goes for a run in the morning is","['Jack', 'Ian', 'Frank']",17:45:00,17:45,Jack,morning,afternoon,1,2,113,118
Aaron,08:30:00,Michael,11:15:00,Max,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron reads a novel at 8:30. Michael reads a novel at 11:15. Max reads a novel at 3:15. The only person that reads a novel in the evening is","['Aaron', 'Michael', 'Max']",08:30:00,8:30,Aaron,evening,morning,3,1,113,117
Rose,13:45:00,Martin,13:15:00,Joy,22:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rose wakes up at 13:45. Martin wakes up at 13:15. Joy wakes up at 22:15. The only person that wakes up in the morning is","['Rose', 'Martin', 'Joy']",22:15:00,22:15,Joy,morning,evening,1,3,156,161
Rachel,10:15:00,April,22:45:00,Hunter,01:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rachel goes for a walk at 10:15. April goes for a walk at 22:45. Hunter goes for a walk at 1:15. The only person that goes for a walk in the night is","['Rachel', 'April', 'Hunter']",10:15:00,10:15,Rachel,night,morning,0,1,116,121
Blake,18:45:00,Joy,16:30:00,Emily,14:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake leaves for work at 18:45. Joy leaves for work at 16:30. Emily leaves for work at 14:45. The only person that leaves for work in the morning is","['Blake', 'Joy', 'Emily']",18:45:00,18:45,Blake,morning,evening,1,3,115,120
Jack,07:45:00,Peter,12:45:00,Alice,06:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack checks the stock market at 7:45. Peter checks the stock market at 12:45. Alice checks the stock market at 6:45. The only person that checks the stock market in the night is","['Jack', 'Peter', 'Alice']",12:45:00,12:45,Peter,night,afternoon,0,2,161,166
Luke,05:45:00,Alex,07:15:00,Neil,12:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Luke sends some emails at 5:45. Alex sends some emails at 7:15. Neil sends some emails at 12:45. The only person that sends some emails in the night is","['Luke', 'Alex', 'Neil']",12:45:00,12:45,Neil,night,afternoon,0,2,180,185
Mark,00:30:00,Robert,16:00:00,Hunter,19:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Mark drinks tea at 00:30. Robert drinks tea at 16:00. Hunter drinks tea at 19:30. The only person that drinks tea in the afternoon is","['Mark', 'Robert', 'Hunter']",00:30:00,0:30,Mark,afternoon,night,2,0,110,114
Emily,10:45:00,Jerry,08:00:00,Fred,08:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily prepares food at 10:45. Jerry prepares food at 8:00. Fred prepares food at 8:45. The only person that prepares food in the night is","['Emily', 'Jerry', 'Fred']",10:45:00,10:45,Emily,night,morning,0,1,113,118
Dallas,16:00:00,Michael,15:45:00,Robert,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas loads the laundry at 16:00. Michael loads the laundry at 15:45. Robert loads the laundry at 8:15. The only person that loads the laundry in the evening is","['Dallas', 'Michael', 'Robert']",08:15:00,8:15,Robert,evening,morning,3,1,189,193
Leon,18:30:00,Josh,16:30:00,John,23:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon prepares for work at 18:30. Josh prepares for work at 16:30. John prepares for work at 23:30. The only person that prepares for work in the morning is","['Leon', 'Josh', 'John']",18:30:00,18:30,Leon,morning,evening,1,3,116,121
Marco,04:00:00,Leon,16:00:00,Walker,20:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco goes for a run at 4:00. Leon goes for a run at 16:00. Walker goes for a run at 20:15. The only person that goes for a run in the evening is","['Marco', 'Leon', 'Walker']",04:00:00,4:00,Marco,evening,night,3,0,114,118
Ian,14:15:00,William,00:30:00,Steve,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian prints some documents at 14:15. William prints some documents at 00:30. Steve prints some documents at 8:15. The only person that prints some documents in the night is","['Ian', 'William', 'Steve']",14:15:00,14:15,Ian,night,afternoon,0,2,119,124
Ian,14:15:00,Hunter,01:30:00,Tyler,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian takes a shower at 14:15. Hunter takes a shower at 1:30. Tyler takes a shower at 6:15. The only person that takes a shower in the night is","['Ian', 'Hunter', 'Tyler']",14:15:00,14:15,Ian,night,afternoon,0,2,112,117
Brandon,21:15:00,Jack,22:30:00,Ian,18:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon does some chores at 21:15. Jack does some chores at 22:30. Ian does some chores at 18:45. The only person that does some chores in the afternoon is","['Brandon', 'Jack', 'Ian']",22:30:00,22:30,Jack,afternoon,evening,2,3,150,155
Leon,03:15:00,Grant,22:00:00,Rachel,16:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon watches the news at 3:15. Grant watches the news at 22:00. Rachel watches the news at 16:00. The only person that watches the news in the afternoon is","['Leon', 'Grant', 'Rachel']",03:15:00,3:15,Leon,afternoon,night,2,0,115,119
Jerry,08:15:00,Henry,09:15:00,Connor,14:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry wakes up at 8:15. Henry wakes up at 9:15. Connor wakes up at 14:15. The only person that wakes up in the evening is","['Jerry', 'Henry', 'Connor']",08:15:00,8:15,Jerry,evening,morning,3,1,108,112
George,04:45:00,Hunter,22:45:00,Matt,01:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. George takes a shower at 4:45. Hunter takes a shower at 22:45. Matt takes a shower at 1:15. The only person that takes a shower in the evening is","['George', 'Hunter', 'Matt']",04:45:00,4:45,George,evening,night,3,0,115,119
Aaron,17:15:00,Walker,16:30:00,Jack,13:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron drinks tea at 17:15. Walker drinks tea at 16:30. Jack drinks tea at 13:45. The only person that drinks tea in the morning is","['Aaron', 'Walker', 'Jack']",17:15:00,17:15,Aaron,morning,afternoon,1,2,110,115
Laura,07:45:00,Grant,14:30:00,Henry,22:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Laura eats a meal at 7:45. Grant eats a meal at 14:30. Henry eats a meal at 22:15. The only person that eats a meal in the evening is","['Laura', 'Grant', 'Henry']",07:45:00,7:45,Laura,evening,morning,3,1,111,115
William,23:00:00,Fred,17:15:00,Andrew,20:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William sends some emails at 23:00. Fred sends some emails at 17:15. Andrew sends some emails at 20:30. The only person that sends some emails in the afternoon is","['William', 'Fred', 'Andrew']",23:00:00,23:00,William,afternoon,evening,2,3,119,124
Leon,01:15:00,Joy,15:00:00,Jack,03:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon takes a shower at 1:15. Joy takes a shower at 15:00. Jack takes a shower at 3:30. The only person that takes a shower in the night is","['Leon', 'Joy', 'Jack']",15:00:00,15:00,Joy,night,afternoon,0,2,141,146
Hunter,11:00:00,Tyler,12:00:00,Bob,00:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter meditates at 11:00. Tyler meditates at 12:00. Bob meditates at 00:30. The only person that meditates in the afternoon is","['Hunter', 'Tyler', 'Bob']",00:30:00,0:30,Bob,afternoon,night,2,0,161,165
Dallas,20:00:00,Marco,16:00:00,Jack,13:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas checks the stock market at 20:00. Marco checks the stock market at 16:00. Jack checks the stock market at 13:30. The only person that checks the stock market in the morning is","['Dallas', 'Marco', 'Jack']",20:00:00,20:00,Dallas,morning,evening,1,3,124,129
Aaron,05:00:00,Joy,23:30:00,Luke,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron prepares for bed at 5:00. Joy prepares for bed at 23:30. Luke prepares for bed at 6:15. The only person that prepares for bed in the afternoon is","['Aaron', 'Joy', 'Luke']",23:30:00,23:30,Joy,afternoon,evening,2,3,146,151
Neil,09:45:00,Max,20:15:00,George,04:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil drinks water at 9:45. Max drinks water at 20:15. George drinks water at 4:45. The only person that drinks water in the night is","['Neil', 'Max', 'George']",09:45:00,9:45,Neil,night,morning,0,1,111,115
April,05:30:00,Aaron,08:30:00,John,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. April reads a novel at 5:30. Aaron reads a novel at 8:30. John reads a novel at 23:00. The only person that reads a novel in the afternoon is","['April', 'Aaron', 'John']",23:00:00,23:00,John,afternoon,evening,2,3,170,175
Aaron,17:30:00,Alex,16:45:00,Richard,07:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron checks the news at 17:30. Alex checks the news at 16:45. Richard checks the news at 7:45. The only person that checks the news in the morning is","['Aaron', 'Alex', 'Richard']",17:30:00,17:30,Aaron,morning,afternoon,1,2,115,120
John,19:30:00,Alex,04:00:00,Fred,15:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. John uses the computer at 19:30. Alex uses the computer at 4:00. Fred uses the computer at 15:15. The only person that uses the computer in the morning is","['John', 'Alex', 'Fred']",19:30:00,19:30,John,morning,evening,1,3,116,121
Steve,07:00:00,Luke,11:15:00,Ian,19:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve does some chores at 7:00. Luke does some chores at 11:15. Ian does some chores at 19:15. The only person that does some chores in the evening is","['Steve', 'Luke', 'Ian']",07:00:00,7:00,Steve,evening,morning,3,1,73,77
Josh,08:30:00,Bob,04:15:00,Andrew,00:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Josh checks the news at 8:30. Bob checks the news at 4:15. Andrew checks the news at 00:45. The only person that checks the news in the afternoon is","['Josh', 'Bob', 'Andrew']",00:45:00,0:45,Andrew,afternoon,night,2,0,176,180
Aaron,05:00:00,Richard,05:30:00,Blake,10:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron checks the stock market at 5:00. Richard checks the stock market at 5:30. Blake checks the stock market at 10:45. The only person that checks the stock market in the night is","['Aaron', 'Richard', 'Blake']",10:45:00,10:45,Blake,night,morning,0,1,203,208
Charlie,05:30:00,Josh,09:30:00,Walker,10:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Charlie drinks tea at 5:30. Josh drinks tea at 9:30. Walker drinks tea at 10:30. The only person that drinks tea in the evening is","['Charlie', 'Josh', 'Walker']",05:30:00,5:30,Charlie,evening,night,3,0,112,116
Alex,13:00:00,Andrew,03:30:00,Josh,10:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex has a meeting at 13:00. Andrew has a meeting at 3:30. Josh has a meeting at 10:00. The only person that has a meeting in the afternoon is","['Alex', 'Andrew', 'Josh']",03:30:00,3:30,Andrew,afternoon,night,2,0,143,147
George,04:45:00,Hope,20:15:00,Michael,22:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. George reads the mail at 4:45. Hope reads the mail at 20:15. Michael reads the mail at 22:30. The only person that reads the mail in the evening is","['George', 'Hope', 'Michael']",04:45:00,4:45,George,evening,night,3,0,115,119
Steve,04:30:00,Jerry,23:30:00,Henry,22:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve tidies up the room at 4:30. Jerry tidies up the room at 23:30. Henry tidies up the room at 22:30. The only person that tidies up the room in the evening is","['Steve', 'Jerry', 'Henry']",04:30:00,4:30,Steve,evening,night,3,0,118,122
Aaron,08:30:00,Richard,22:30:00,Steve,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron checks the news at 8:30. Richard checks the news at 22:30. Steve checks the news at 5:00. The only person that checks the news in the afternoon is","['Aaron', 'Richard', 'Steve']",22:30:00,22:30,Richard,afternoon,evening,2,3,148,153
Mark,09:15:00,April,17:45:00,Neil,01:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Mark looks at social media at 9:15. April looks at social media at 17:45. Neil looks at social media at 1:30. The only person that looks at social media in the night is","['Mark', 'April', 'Neil']",09:15:00,9:15,Mark,night,morning,0,1,120,124
