name_1,date_1,duration_str_1,name_2,date_2,duration_str_2,name_3,date_3,duration_str_3,context,duration_type,correct_date,correct_date_expr,correct_end_date,correct_duration,correct_duration_str,correct_duration_length,correct_month,correct_answer
George,2019-05-30,14 days,Henry,2019-04-10,21 days,Marco,2019-04-07,3 weeks,George leaves for a retreat on the 30th of May and will be away for 14 days. Henry leaves for a retreat on the 10th of April and will be away for 21 days. Marco leaves for a retreat on the 7th of April and will be away for 3 weeks. The person whose retreat ends first is,weeks,2019-04-07,the 7th of April,2019-04-28,21 days,3 weeks,21,April,Marco
Frank,2019-05-09,12 months,John,2019-04-30,18 months,Scott,2019-04-17,12 months,"Frank begins a renovation project on the 9th of May, scheduled to take 12 months to complete. John begins a renovation project on the 30th of April, scheduled to take 18 months to complete. Scott begins a renovation project on the 17th of April, scheduled to take 12 months to complete. The person whose renovation project ends first is",years,2019-04-17,the 17th of April,2020-04-11,360 days,12 months,360,April,Scott
Luke,2019-05-10,10 weeks,Peter,2019-05-12,6 weeks,Ryan,2019-05-29,4 months,Luke is beginning a writing project on the 10th of May and will be working on it for 10 weeks. Peter is beginning a writing project on the 12th of May and will be working on it for 6 weeks. Ryan is beginning a writing project on the 29th of May and will be working on it for 4 months. The person whose writing project ends first is,months,2019-05-12,the 12th of May,2019-06-23,42 days,6 weeks,42,May,Peter
Ryan,2019-04-10,2 years,Neil,2019-04-22,4 years,Alex,2019-05-02,12 months,Ryan's subscription starts on the 10th of April and lasts for 2 years. Neil's subscription starts on the 22nd of April and lasts for 4 years. Alex's subscription starts on the 2nd of May and lasts for 12 months. The person whose subscription ends first is,years,2019-05-02,the 2nd of May,2020-04-26,360 days,12 months,360,May,Alex
Emily,2019-04-18,6 weeks,Peter,2019-05-12,6 weeks,Ryan,2019-05-29,4 months,Emily is starting a remote assignment on the 18th of April and will work for 6 weeks. Peter is starting a remote assignment on the 12th of May and will work for 6 weeks. Ryan is starting a remote assignment on the 29th of May and will work for 4 months. The person whose remote work ends first is,months,2019-04-18,the 18th of April,2019-05-30,42 days,6 weeks,42,April,Emily
Ryan,2019-05-10,36 months,Peter,2019-04-03,24 months,Marco,2019-05-23,1 year,Ryan is starting a remote assignment on the 10th of May and will work for 36 months. Peter is starting a remote assignment on the 3rd of April and will work for 24 months. Marco is starting a remote assignment on the 23rd of May and will work for 1 year. The person whose remote work ends first is,years,2019-05-23,the 23rd of May,2020-05-22,365 days,1 year,365,May,Marco
Dean,2019-04-18,10 days,Fred,2019-04-28,7 days,George,2019-04-10,6 days,Dean's guided hike begins on the 18th of April and lasts for 10 days. Fred's guided hike begins on the 28th of April and lasts for 7 days. George's guided hike begins on the 10th of April and lasts for 6 days. The person whose hike ends first is,days,2019-04-10,the 10th of April,2019-04-16,6 days,6 days,6,April,George
Matt,2019-05-02,9 days,Alice,2019-04-30,5 days,April,2019-05-30,7 days,Matt is enrolled in a cooking class beginning on the 2nd of May and lasting 9 days. Alice is enrolled in a cooking class beginning on the 30th of April and lasting 5 days. April is enrolled in a cooking class beginning on the 30th of May and lasting 7 days. The person whose cooking class ends first is,days,2019-04-30,the 30th of April,2019-05-05,5 days,5 days,5,April,Alice
Hope,2019-04-11,21 days,Fred,2019-05-02,21 days,John,2019-04-18,21 days,Hope is taking a parenting leave starting on the 11th of April and it will last for 21 days. Fred is taking a parenting leave starting on the 2nd of May and it will last for 21 days. John is taking a parenting leave starting on the 18th of April and it will last for 21 days. The person whose parenting leave ends first is,weeks,2019-04-11,the 11th of April,2019-05-02,21 days,21 days,21,April,Hope
Jerry,2019-05-10,8 days,Ryan,2019-04-02,5 days,Henry,2019-05-25,3 days,Jerry's trial period begins on the 10th of May and lasts for 8 days. Ryan's trial period begins on the 2nd of April and lasts for 5 days. Henry's trial period begins on the 25th of May and lasts for 3 days. The person whose trial period ends first is,days,2019-04-02,the 2nd of April,2019-04-07,5 days,5 days,5,April,Ryan
Steve,2019-04-04,21 days,Michael,2019-05-26,14 days,Jason,2019-05-09,1 week,Steve runs a festival booth on the 4th of April staying open for 21 days. Michael runs a festival booth on the 26th of May staying open for 14 days. Jason runs a festival booth on the 9th of May staying open for 1 week. The person whose festival booth ends first is,weeks,2019-04-04,the 4th of April,2019-04-25,21 days,21 days,21,April,Steve
Peter,2019-05-31,9 days,Fred,2019-04-28,7 days,Aaron,2019-05-13,10 days,Peter's conference kicks off on the 31st of May and continues for 9 days. Fred's conference kicks off on the 28th of April and continues for 7 days. Aaron's conference kicks off on the 13th of May and continues for 10 days. The person whose conference ends first is,days,2019-04-28,the 28th of April,2019-05-05,7 days,7 days,7,April,Fred
Peter,2019-05-12,6 weeks,Emily,2019-04-18,6 weeks,Aaron,2019-04-23,4 months,Peter's treatment begins on the 12th of May and is scheduled to last for 6 weeks. Emily's treatment begins on the 18th of April and is scheduled to last for 6 weeks. Aaron's treatment begins on the 23rd of April and is scheduled to last for 4 months. The person whose treatment ends first is,months,2019-04-18,the 18th of April,2019-05-30,42 days,6 weeks,42,April,Emily
Jason,2019-05-09,1 week,Blake,2019-05-18,3 weeks,Alice,2019-04-22,3 weeks,Jason's treatment begins on the 9th of May and is scheduled to last for 1 week. Blake's treatment begins on the 18th of May and is scheduled to last for 3 weeks. Alice's treatment begins on the 22nd of April and is scheduled to last for 3 weeks. The person whose treatment ends first is,weeks,2019-04-22,the 22nd of April,2019-05-13,21 days,3 weeks,21,April,Alice
Blake,2019-05-14,4 days,Neil,2019-04-29,9 days,Peter,2019-05-31,9 days,Blake is leaving for a business trip on the 14th of May and will be gone for 4 days. Neil is leaving for a business trip on the 29th of April and will be gone for 9 days. Peter is leaving for a business trip on the 31st of May and will be gone for 9 days. The person whose business trip ends first is,days,2019-04-29,the 29th of April,2019-05-08,9 days,9 days,9,April,Neil
Maria,2019-05-14,3 months,Jack,2019-04-17,2 months,Max,2019-05-11,3 months,Maria is moving abroad on the 14th of May and intends to stay for 3 months. Jack is moving abroad on the 17th of April and intends to stay for 2 months. Max is moving abroad on the 11th of May and intends to stay for 3 months. The person whose relocation ends first is,months,2019-04-17,the 17th of April,2019-06-16,60 days,2 months,60,April,Jack
Jason,2019-05-09,1 week,Marco,2019-04-07,3 weeks,Maria,2019-05-08,7 days,Jason is going camping on the 9th of May and will be out for 1 week. Marco is going camping on the 7th of April and will be out for 3 weeks. Maria is going camping on the 8th of May and will be out for 7 days. The person whose camping ends first is,weeks,2019-04-07,the 7th of April,2019-04-28,21 days,3 weeks,21,April,Marco
Blake,2019-05-14,4 days,Scott,2019-05-15,4 days,Jack,2019-05-03,6 days,Blake is going on a cruise starting on the 14th of May and will be at sea for 4 days. Scott is going on a cruise starting on the 15th of May and will be at sea for 4 days. Jack is going on a cruise starting on the 3rd of May and will be at sea for 6 days. The person whose cruise ends first is,days,2019-05-03,the 3rd of May,2019-05-09,6 days,6 days,6,May,Jack
Jason,2019-05-06,2 years,Connor,2019-04-15,3 years,Andrew,2019-04-26,2 years,"Jason begins their employment contract on the 6th of May, with a term of 2 years. Connor begins their employment contract on the 15th of April, with a term of 3 years. Andrew begins their employment contract on the 26th of April, with a term of 2 years. The person whose employment contract ends first is",years,2019-04-26,the 26th of April,2021-04-25,730 days,2 years,730,April,Andrew
Jerry,2019-05-09,8 days,Peter,2019-05-31,9 days,Marco,2019-04-25,2 days,"Jerry starts a photography bootcamp on the 9th of May, which lasts for 8 days. Peter starts a photography bootcamp on the 31st of May, which lasts for 9 days. Marco starts a photography bootcamp on the 25th of April, which lasts for 2 days. The person whose photography bootcamp ends first is",days,2019-04-25,the 25th of April,2019-04-27,2 days,2 days,2,April,Marco
Kevin,2019-05-23,18 months,Matt,2019-04-22,12 months,Alex,2019-05-02,12 months,"Kevin begins a renovation project on the 23rd of May, scheduled to take 18 months to complete. Matt begins a renovation project on the 22nd of April, scheduled to take 12 months to complete. Alex begins a renovation project on the 2nd of May, scheduled to take 12 months to complete. The person whose renovation project ends first is",years,2019-04-22,the 22nd of April,2020-04-16,360 days,12 months,360,April,Matt
Bob,2019-05-15,7 days,Marco,2019-04-25,2 days,Max,2019-04-09,5 days,Bob is enrolled in a cooking class beginning on the 15th of May and lasting 7 days. Marco is enrolled in a cooking class beginning on the 25th of April and lasting 2 days. Max is enrolled in a cooking class beginning on the 9th of April and lasting 5 days. The person whose cooking class ends first is,days,2019-04-09,the 9th of April,2019-04-14,5 days,5 days,5,April,Max
Blake,2019-05-18,3 weeks,Neil,2019-04-26,3 weeks,Marco,2019-04-07,3 weeks,Blake's subscription starts on the 18th of May and lasts for 3 weeks. Neil's subscription starts on the 26th of April and lasts for 3 weeks. Marco's subscription starts on the 7th of April and lasts for 3 weeks. The person whose subscription ends first is,weeks,2019-04-07,the 7th of April,2019-04-28,21 days,3 weeks,21,April,Marco
Robert,2019-05-22,8 weeks,Aaron,2019-04-23,4 months,Michael,2019-05-21,10 weeks,Robert is starting a consultancy role on the 22nd of May and will serve for 8 weeks. Aaron is starting a consultancy role on the 23rd of April and will serve for 4 months. Michael is starting a consultancy role on the 21st of May and will serve for 10 weeks. The person whose consultancy ends first is,months,2019-05-22,the 22nd of May,2019-07-17,56 days,8 weeks,56,May,Robert
Jerry,2019-04-09,7 days,Dallas,2019-04-25,3 weeks,Scott,2019-05-27,1 week,Jerry's conference kicks off on the 9th of April and continues for 7 days. Dallas's conference kicks off on the 25th of April and continues for 3 weeks. Scott's conference kicks off on the 27th of May and continues for 1 week. The person whose conference ends first is,weeks,2019-04-09,the 9th of April,2019-04-16,7 days,7 days,7,April,Jerry
Hunter,2019-04-30,10 weeks,Josh,2019-05-12,10 weeks,Emily,2019-04-18,6 weeks,Hunter is starting a community service project on the 30th of April and will be involved for 10 weeks. Josh is starting a community service project on the 12th of May and will be involved for 10 weeks. Emily is starting a community service project on the 18th of April and will be involved for 6 weeks. The person whose community service ends first is,months,2019-04-18,the 18th of April,2019-05-30,42 days,6 weeks,42,April,Emily
Jack,2019-05-18,8 days,George,2019-04-10,6 days,Robert,2019-04-26,6 days,Jack is going on a road trip starting on the 18th of May and will be traveling for 8 days. George is going on a road trip starting on the 10th of April and will be traveling for 6 days. Robert is going on a road trip starting on the 26th of April and will be traveling for 6 days. The person whose road trip ends first is,days,2019-04-10,the 10th of April,2019-04-16,6 days,6 days,6,April,George
Jerry,2019-04-09,7 days,Alice,2019-04-22,3 weeks,Ryan,2019-05-15,3 weeks,Jerry is going on vacation starting on the 9th of April and will be away for 7 days. Alice is going on vacation starting on the 22nd of April and will be away for 3 weeks. Ryan is going on vacation starting on the 15th of May and will be away for 3 weeks. The person whose vacation ends first is,weeks,2019-04-09,the 9th of April,2019-04-16,7 days,7 days,7,April,Jerry
