name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_og_season,correct_og_season_label,correct_answer
Grant,2019-12-14,Andrew,2019-02-28,George,2019-09-24,"['Grant', 'Andrew', 'George']",The following events take place in the southern hemisphere. Grant attended a wedding on the 14th of December. Andrew attended a wedding on the 28th of February. George attended a wedding on the 24th of September. The only person that attended a wedding in summer is,2019-02-28,28th of February,summer,2,winter,0,Andrew
Blake,2019-03-03,Robert,2019-05-08,Max,2019-01-21,"['Blake', 'Robert', 'Max']",The following events take place in the southern hemisphere. Blake watched a documentary on the 3rd of March. Robert watched a documentary on the 8th of May. Max watched a documentary on the 21st of January. The only person that watched a documentary in fall is,2019-05-08,8th of May,fall,3,spring,1,Robert
Brandon,2019-02-23,Jason,2019-10-07,Laura,2019-11-30,"['Brandon', 'Jason', 'Laura']",The following events take place in the southern hemisphere. Brandon took an exam on the 23rd of February. Jason took an exam on the 7th of October. Laura took an exam on the 30th of November. The only person that took an exam in summer is,2019-02-23,23rd of February,summer,2,winter,0,Brandon
Alice,2019-06-11,Joy,2019-11-25,Kyle,2019-07-19,"['Alice', 'Joy', 'Kyle']",The following events take place in the southern hemisphere. Alice arrived in Canada on the 11th of June. Joy arrived in Canada on the 25th of November. Kyle arrived in Canada on the 19th of July. The only person that arrived in Canada in fall is,2019-06-11,11th of June,fall,3,spring,1,Alice
Rose,2019-09-15,Joy,2019-03-15,John,2019-08-15,"['Rose', 'Joy', 'John']",The following events take place in the southern hemisphere. Rose passed an exam on the 15th of September. Joy passed an exam on the 15th of March. John passed an exam on the 15th of August. The only person that passed an exam in summer is,2019-03-15,15th of March,summer,2,winter,0,Joy
Joy,2019-01-24,Rose,2019-11-19,Dean,2019-03-04,"['Joy', 'Rose', 'Dean']",The following events take place in the southern hemisphere. Joy sold their car on the 24th of January. Rose sold their car on the 19th of November. Dean sold their car on the 4th of March. The only person that sold their car in spring is,2019-11-19,19th of November,spring,1,fall,3,Rose
Max,2019-05-26,George,2019-01-06,Emily,2019-10-13,"['Max', 'George', 'Emily']",The following events take place in the southern hemisphere. Max attended a funeral on the 26th of May. George attended a funeral on the 6th of January. Emily attended a funeral on the 13th of October. The only person that attended a funeral in fall is,2019-05-26,26th of May,fall,3,spring,1,Max
Scott,2019-05-24,Aaron,2019-08-28,Bob,2019-10-01,"['Scott', 'Aaron', 'Bob']",The following events take place in the southern hemisphere. Scott went to the beach on the 24th of May. Aaron went to the beach on the 28th of August. Bob went to the beach on the 1st of October. The only person that went to the beach in fall is,2019-05-24,24th of May,fall,3,spring,1,Scott
Michael,2019-04-02,Jason,2019-09-04,Andrew,2019-11-08,"['Michael', 'Jason', 'Andrew']",The following events take place in the southern hemisphere. Michael cleaned the garage on the 2nd of April. Jason cleaned the garage on the 4th of September. Andrew cleaned the garage on the 8th of November. The only person that cleaned the garage in fall is,2019-04-02,2nd of April,fall,3,spring,1,Michael
Jason,2019-08-10,Steve,2019-10-11,Neil,2019-12-23,"['Jason', 'Steve', 'Neil']",The following events take place in the southern hemisphere. Jason went fishing on the 10th of August. Steve went fishing on the 11th of October. Neil went fishing on the 23rd of December. The only person that went fishing in winter is,2019-08-10,10th of August,winter,0,summer,2,Jason
Henry,2019-04-20,Brandon,2019-06-18,Aaron,2019-11-05,"['Henry', 'Brandon', 'Aaron']",The following events take place in the southern hemisphere. Henry painted a portrait on the 20th of April. Brandon painted a portrait on the 18th of June. Aaron painted a portrait on the 5th of November. The only person that painted a portrait in spring is,2019-11-05,5th of November,spring,1,fall,3,Aaron
Scott,2019-02-09,Hunter,2019-04-03,Aaron,2019-10-15,"['Scott', 'Hunter', 'Aaron']",The following events take place in the southern hemisphere. Scott went to the gym on the 9th of February. Hunter went to the gym on the 3rd of April. Aaron went to the gym on the 15th of October. The only person that went to the gym in summer is,2019-02-09,9th of February,summer,2,winter,0,Scott
Henry,2019-10-17,Robert,2019-12-26,Dallas,2019-06-28,"['Henry', 'Robert', 'Dallas']",The following events take place in the southern hemisphere. Henry won a contest on the 17th of October. Robert won a contest on the 26th of December. Dallas won a contest on the 28th of June. The only person that won a contest in spring is,2019-10-17,17th of October,spring,1,fall,3,Henry
Leon,2019-03-02,Joy,2019-08-27,Rachel,2019-05-02,"['Leon', 'Joy', 'Rachel']",The following events take place in the southern hemisphere. Leon watched TV on the 2nd of March. Joy watched TV on the 27th of August. Rachel watched TV on the 2nd of May. The only person that watched TV in summer is,2019-03-02,2nd of March,summer,2,winter,0,Leon
Jason,2019-02-28,Grant,2019-04-19,Bob,2019-11-10,"['Jason', 'Grant', 'Bob']",The following events take place in the southern hemisphere. Jason alphabetized the bookshelf on the 28th of February. Grant alphabetized the bookshelf on the 19th of April. Bob alphabetized the bookshelf on the 10th of November. The only person that alphabetized the bookshelf in summer is,2019-02-28,28th of February,summer,2,winter,0,Jason
Charlie,2019-12-21,Mark,2019-07-21,Laura,2019-03-08,"['Charlie', 'Mark', 'Laura']",The following events take place in the southern hemisphere. Charlie watched a movie on the 21st of December. Mark watched a movie on the 21st of July. Laura watched a movie on the 8th of March. The only person that watched a movie in winter is,2019-07-21,21st of July,winter,0,summer,2,Mark
William,2019-10-17,Grant,2019-06-30,John,2019-05-08,"['William', 'Grant', 'John']",The following events take place in the southern hemisphere. William went to the zoo on the 17th of October. Grant went to the zoo on the 30th of June. John went to the zoo on the 8th of May. The only person that went to the zoo in spring is,2019-10-17,17th of October,spring,1,fall,3,William
Marco,2019-09-22,Tyler,2019-11-15,Fred,2019-04-13,"['Marco', 'Tyler', 'Fred']",The following events take place in the southern hemisphere. Marco bought a new car on the 22nd of September. Tyler bought a new car on the 15th of November. Fred bought a new car on the 13th of April. The only person that bought a new car in winter is,2019-09-22,22nd of September,winter,0,summer,2,Marco
Leon,2019-03-02,George,2019-10-12,Tyler,2019-02-27,"['Leon', 'George', 'Tyler']",The following events take place in the southern hemisphere. Leon watered the plants on the 2nd of March. George watered the plants on the 12th of October. Tyler watered the plants on the 27th of February. The only person that watered the plants in spring is,2019-10-12,12th of October,spring,1,fall,3,George
Dean,2019-11-03,Connor,2019-04-15,George,2019-07-22,"['Dean', 'Connor', 'George']",The following events take place in the southern hemisphere. Dean visited a new city on the 3rd of November. Connor visited a new city on the 15th of April. George visited a new city on the 22nd of July. The only person that visited a new city in spring is,2019-11-03,3rd of November,spring,1,fall,3,Dean
Charlie,2019-09-17,Kevin,2019-09-04,Jason,2019-12-26,"['Charlie', 'Kevin', 'Jason']",The following events take place in the southern hemisphere. Charlie arrived in Italy on the 17th of September. Kevin arrived in Italy on the 4th of September. Jason arrived in Italy on the 26th of December. The only person that arrived in Italy in summer is,2019-12-26,26th of December,summer,2,winter,0,Jason
Andrew,2019-06-28,Charlie,2019-09-17,Robert,2019-02-16,"['Andrew', 'Charlie', 'Robert']",The following events take place in the southern hemisphere. Andrew washed the dog on the 28th of June. Charlie washed the dog on the 17th of September. Robert washed the dog on the 16th of February. The only person that washed the dog in summer is,2019-02-16,16th of February,summer,2,winter,0,Robert
Josh,2019-01-26,Leon,2019-09-20,Scott,2019-06-25,"['Josh', 'Leon', 'Scott']",The following events take place in the southern hemisphere. Josh went to a festival on the 26th of January. Leon went to a festival on the 20th of September. Scott went to a festival on the 25th of June. The only person that went to a festival in summer is,2019-01-26,26th of January,summer,2,winter,0,Josh
Peter,2019-11-04,Luke,2019-04-03,Kyle,2019-09-10,"['Peter', 'Luke', 'Kyle']",The following events take place in the southern hemisphere. Peter took a boat on the 4th of November. Luke took a boat on the 3rd of April. Kyle took a boat on the 10th of September. The only person that took a boat in spring is,2019-11-04,4th of November,spring,1,fall,3,Peter
Frank,2019-01-08,Ryan,2019-07-30,Jerry,2019-01-10,"['Frank', 'Ryan', 'Jerry']",The following events take place in the southern hemisphere. Frank washed the car on the 8th of January. Ryan washed the car on the 30th of July. Jerry washed the car on the 10th of January. The only person that washed the car in winter is,2019-07-30,30th of July,winter,0,summer,2,Ryan
Jason,2019-03-11,Dean,2019-10-20,Walker,2019-01-20,"['Jason', 'Dean', 'Walker']",The following events take place in the southern hemisphere. Jason washed the car on the 11th of March. Dean washed the car on the 20th of October. Walker washed the car on the 20th of January. The only person that washed the car in spring is,2019-10-20,20th of October,spring,1,fall,3,Dean
Michael,2019-06-19,Walker,2019-02-25,Dallas,2019-11-04,"['Michael', 'Walker', 'Dallas']",The following events take place in the southern hemisphere. Michael passed an exam on the 19th of June. Walker passed an exam on the 25th of February. Dallas passed an exam on the 4th of November. The only person that passed an exam in fall is,2019-06-19,19th of June,fall,3,spring,1,Michael
Neil,2019-12-23,Marco,2019-08-30,Max,2019-01-17,"['Neil', 'Marco', 'Max']",The following events take place in the southern hemisphere. Neil won a contest on the 23rd of December. Marco won a contest on the 30th of August. Max won a contest on the 17th of January. The only person that won a contest in winter is,2019-08-30,30th of August,winter,0,summer,2,Marco
Dallas,2019-02-11,Brandon,2019-07-06,Aaron,2019-10-15,"['Dallas', 'Brandon', 'Aaron']",The following events take place in the southern hemisphere. Dallas went hiking on the 11th of February. Brandon went hiking on the 6th of July. Aaron went hiking on the 15th of October. The only person that went hiking in summer is,2019-02-11,11th of February,summer,2,winter,0,Dallas
Jerry,2019-07-04,Robert,2019-01-09,Jason,2019-03-06,"['Jerry', 'Robert', 'Jason']",The following events take place in the southern hemisphere. Jerry watched a documentary on the 4th of July. Robert watched a documentary on the 9th of January. Jason watched a documentary on the 6th of March. The only person that watched a documentary in winter is,2019-07-04,4th of July,winter,0,summer,2,Jerry
Walker,2019-06-23,Kyle,2019-02-19,Michael,2019-06-19,"['Walker', 'Kyle', 'Michael']",The following events take place in the southern hemisphere. Walker returned from vacation on the 23rd of June. Kyle returned from vacation on the 19th of February. Michael returned from vacation on the 19th of June. The only person that returned from vacation in winter is,2019-06-23,23rd of June,winter,0,summer,2,Walker
