name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_answer
Frank,2019-03-08,William,2019-07-23,Henry,2019-03-11,"['Frank', 'William', 'Henry']",Frank got a massage on the 8th of March. William got a massage on the 23rd of July. Henry got a massage on the 11th of March. The only person that got a massage in summer is,2019-07-23,23rd of July,summer,2,William
Matt,2019-04-07,Peter,2019-04-24,Marco,2019-12-06,"['Matt', 'Peter', 'Marco']",Matt donated blood on the 7th of April. Peter donated blood on the 24th of April. Marco donated blood on the 6th of December. The only person that donated blood in fall is,2019-12-06,6th of December,fall,3,Marco
Laura,2019-09-14,Kevin,2019-03-23,Dean,2019-03-08,"['Laura', 'Kevin', 'Dean']",Laura refinanced the mortgage on the 14th of September. Kevin refinanced the mortgage on the 23rd of March. Dean refinanced the mortgage on the 8th of March. The only person that refinanced the mortgage in summer is,2019-09-14,14th of September,summer,2,Laura
Aaron,2019-02-25,Matt,2019-10-06,Hunter,2019-02-13,"['Aaron', 'Matt', 'Hunter']",Aaron took a train on the 25th of February. Matt took a train on the 6th of October. Hunter took a train on the 13th of February. The only person that took a train in fall is,2019-10-06,6th of October,fall,3,Matt
Dallas,2019-02-23,Jack,2019-05-12,Alice,2019-05-31,"['Dallas', 'Jack', 'Alice']",Dallas threw a party on the 23rd of February. Jack threw a party on the 12th of May. Alice threw a party on the 31st of May. The only person that threw a party in winter is,2019-02-23,23rd of February,winter,0,Dallas
Scott,2019-02-24,Alex,2019-05-09,Walker,2019-12-04,"['Scott', 'Alex', 'Walker']",Scott got a haircut on the 24th of February. Alex got a haircut on the 9th of May. Walker got a haircut on the 4th of December. The only person that got a haircut in winter is,2019-02-24,24th of February,winter,0,Scott
Kevin,2019-02-12,Henry,2019-06-25,Hunter,2019-11-06,"['Kevin', 'Henry', 'Hunter']",Kevin sold their car on the 12th of February. Henry sold their car on the 25th of June. Hunter sold their car on the 6th of November. The only person that sold their car in winter is,2019-02-12,12th of February,winter,0,Kevin
William,2019-11-25,Dean,2019-10-25,Henry,2019-05-24,"['William', 'Dean', 'Henry']",William ran a marathon on the 25th of November. Dean ran a marathon on the 25th of October. Henry ran a marathon on the 24th of May. The only person that ran a marathon in spring is,2019-05-24,24th of May,spring,1,Henry
Joy,2019-07-17,Maria,2019-11-20,Aaron,2019-01-26,"['Joy', 'Maria', 'Aaron']",Joy refinanced the mortgage on the 17th of July. Maria refinanced the mortgage on the 20th of November. Aaron refinanced the mortgage on the 26th of January. The only person that refinanced the mortgage in summer is,2019-07-17,17th of July,summer,2,Joy
Jack,2019-10-12,Peter,2019-11-17,Matt,2019-03-15,"['Jack', 'Peter', 'Matt']",Jack got a massage on the 12th of October. Peter got a massage on the 17th of November. Matt got a massage on the 15th of March. The only person that got a massage in winter is,2019-03-15,15th of March,winter,0,Matt
Grant,2019-03-20,Andrew,2019-04-03,Jack,2019-08-15,"['Grant', 'Andrew', 'Jack']",Grant ran a marathon on the 20th of March. Andrew ran a marathon on the 3rd of April. Jack ran a marathon on the 15th of August. The only person that ran a marathon in winter is,2019-03-20,20th of March,winter,0,Grant
Hunter,2019-11-23,Walker,2019-07-02,Michael,2019-08-27,"['Hunter', 'Walker', 'Michael']",Hunter went fishing on the 23rd of November. Walker went fishing on the 2nd of July. Michael went fishing on the 27th of August. The only person that went fishing in fall is,2019-11-23,23rd of November,fall,3,Hunter
Connor,2019-06-16,Hope,2019-03-04,Brandon,2019-11-10,"['Connor', 'Hope', 'Brandon']",Connor cleaned the garage on the 16th of June. Hope cleaned the garage on the 4th of March. Brandon cleaned the garage on the 10th of November. The only person that cleaned the garage in spring is,2019-06-16,16th of June,spring,1,Connor
Ryan,2019-12-17,Frank,2019-12-24,Connor,2019-08-05,"['Ryan', 'Frank', 'Connor']",Ryan arrived in the US on the 17th of December. Frank arrived in the US on the 24th of December. Connor arrived in the US on the 5th of August. The only person that arrived in the US in fall is,2019-12-17,17th of December,fall,3,Ryan
Josh,2019-08-18,Andrew,2019-04-29,Jack,2019-09-06,"['Josh', 'Andrew', 'Jack']",Josh called a friend on the 18th of August. Andrew called a friend on the 29th of April. Jack called a friend on the 6th of September. The only person that called a friend in spring is,2019-04-29,29th of April,spring,1,Andrew
Ian,2019-08-03,Dean,2019-06-15,Hunter,2019-11-10,"['Ian', 'Dean', 'Hunter']",Ian wrote a letter on the 3rd of August. Dean wrote a letter on the 15th of June. Hunter wrote a letter on the 10th of November. The only person that wrote a letter in summer is,2019-08-03,3rd of August,summer,2,Ian
Laura,2019-01-26,Richard,2019-10-09,Aaron,2019-01-25,"['Laura', 'Richard', 'Aaron']",Laura arrived in Spain on the 26th of January. Richard arrived in Spain on the 9th of October. Aaron arrived in Spain on the 25th of January. The only person that arrived in Spain in fall is,2019-10-09,9th of October,fall,3,Richard
John,2019-08-04,George,2019-10-03,Brandon,2019-06-12,"['John', 'George', 'Brandon']",John won a prize on the 4th of August. George won a prize on the 3rd of October. Brandon won a prize on the 12th of June. The only person that won a prize in summer is,2019-08-04,4th of August,summer,2,John
Steve,2019-06-29,Charlie,2019-10-15,Grant,2019-06-28,"['Steve', 'Charlie', 'Grant']",Steve planted a tree on the 29th of June. Charlie planted a tree on the 15th of October. Grant planted a tree on the 28th of June. The only person that planted a tree in fall is,2019-10-15,15th of October,fall,3,Charlie
Andrew,2019-07-28,Mark,2019-09-27,Steve,2019-09-25,"['Andrew', 'Mark', 'Steve']",Andrew called a friend on the 28th of July. Mark called a friend on the 27th of September. Steve called a friend on the 25th of September. The only person that called a friend in summer is,2019-07-28,28th of July,summer,2,Andrew
Michael,2019-05-22,April,2019-01-10,Connor,2019-01-24,"['Michael', 'April', 'Connor']",Michael arrived in Spain on the 22nd of May. April arrived in Spain on the 10th of January. Connor arrived in Spain on the 24th of January. The only person that arrived in Spain in spring is,2019-05-22,22nd of May,spring,1,Michael
Aaron,2019-12-11,Max,2019-01-04,Kyle,2019-08-13,"['Aaron', 'Max', 'Kyle']",Aaron renovated the kitchen on the 11th of December. Max renovated the kitchen on the 4th of January. Kyle renovated the kitchen on the 13th of August. The only person that renovated the kitchen in fall is,2019-12-11,11th of December,fall,3,Aaron
Rose,2019-09-29,Henry,2019-02-26,Brandon,2019-08-26,"['Rose', 'Henry', 'Brandon']",Rose cooked lasagna on the 29th of September. Henry cooked lasagna on the 26th of February. Brandon cooked lasagna on the 26th of August. The only person that cooked lasagna in fall is,2019-09-29,29th of September,fall,3,Rose
Peter,2019-09-07,Henry,2019-09-11,Maria,2019-05-24,"['Peter', 'Henry', 'Maria']",Peter mowed the lawn on the 7th of September. Henry mowed the lawn on the 11th of September. Maria mowed the lawn on the 24th of May. The only person that mowed the lawn in spring is,2019-05-24,24th of May,spring,1,Maria
Hope,2019-02-26,Bob,2019-06-02,Scott,2019-06-16,"['Hope', 'Bob', 'Scott']",Hope planted a tree on the 26th of February. Bob planted a tree on the 2nd of June. Scott planted a tree on the 16th of June. The only person that planted a tree in winter is,2019-02-26,26th of February,winter,0,Hope
Ian,2019-01-21,Leon,2019-02-04,Blake,2019-04-28,"['Ian', 'Leon', 'Blake']",Ian attended a graduation on the 21st of January. Leon attended a graduation on the 4th of February. Blake attended a graduation on the 28th of April. The only person that attended a graduation in spring is,2019-04-28,28th of April,spring,1,Blake
Luke,2019-04-08,Max,2019-06-23,Aaron,2019-05-18,"['Luke', 'Max', 'Aaron']",Luke watered the plants on the 8th of April. Max watered the plants on the 23rd of June. Aaron watered the plants on the 18th of May. The only person that watered the plants in summer is,2019-06-23,23rd of June,summer,2,Max
Emily,2019-12-08,Blake,2019-04-30,Walker,2019-06-27,"['Emily', 'Blake', 'Walker']",Emily mowed the lawn on the 8th of December. Blake mowed the lawn on the 30th of April. Walker mowed the lawn on the 27th of June. The only person that mowed the lawn in fall is,2019-12-08,8th of December,fall,3,Emily
Dallas,2019-01-10,Brandon,2019-08-30,Jason,2019-02-08,"['Dallas', 'Brandon', 'Jason']",Dallas went hiking on the 10th of January. Brandon went hiking on the 30th of August. Jason went hiking on the 8th of February. The only person that went hiking in summer is,2019-08-30,30th of August,summer,2,Brandon
Henry,2019-03-11,Andrew,2019-09-09,Luke,2019-12-16,"['Henry', 'Andrew', 'Luke']",Henry washed the floors on the 11th of March. Andrew washed the floors on the 9th of September. Luke washed the floors on the 16th of December. The only person that washed the floors in winter is,2019-03-11,11th of March,winter,0,Henry
Richard,2019-12-02,Connor,2019-09-22,Marco,2019-07-29,"['Richard', 'Connor', 'Marco']",Richard got a raise on the 2nd of December. Connor got a raise on the 22nd of September. Marco got a raise on the 29th of July. The only person that got a raise in fall is,2019-12-02,2nd of December,fall,3,Richard
Scott,2019-11-15,Charlie,2019-02-06,Rachel,2019-03-15,"['Scott', 'Charlie', 'Rachel']",Scott baked a cake on the 15th of November. Charlie baked a cake on the 6th of February. Rachel baked a cake on the 15th of March. The only person that baked a cake in fall is,2019-11-15,15th of November,fall,3,Scott
Rachel,2019-10-17,Andrew,2019-01-10,Peter,2019-01-31,"['Rachel', 'Andrew', 'Peter']",Rachel arrived in Canada on the 17th of October. Andrew arrived in Canada on the 10th of January. Peter arrived in Canada on the 31st of January. The only person that arrived in Canada in fall is,2019-10-17,17th of October,fall,3,Rachel
Brandon,2019-06-06,John,2019-09-26,Jason,2019-03-25,"['Brandon', 'John', 'Jason']",Brandon donated clothes on the 6th of June. John donated clothes on the 26th of September. Jason donated clothes on the 25th of March. The only person that donated clothes in fall is,2019-09-26,26th of September,fall,3,John
John,2019-08-04,Ian,2019-11-12,Hunter,2019-08-23,"['John', 'Ian', 'Hunter']",John called a friend on the 4th of August. Ian called a friend on the 12th of November. Hunter called a friend on the 23rd of August. The only person that called a friend in fall is,2019-11-12,12th of November,fall,3,Ian
Rose,2019-03-16,Josh,2019-06-24,Kyle,2019-12-28,"['Rose', 'Josh', 'Kyle']",Rose called a friend on the 16th of March. Josh called a friend on the 24th of June. Kyle called a friend on the 28th of December. The only person that called a friend in summer is,2019-06-24,24th of June,summer,2,Josh
Blake,2019-08-14,Laura,2019-01-26,Jerry,2019-03-31,"['Blake', 'Laura', 'Jerry']",Blake received a promotion on the 14th of August. Laura received a promotion on the 26th of January. Jerry received a promotion on the 31st of March. The only person that received a promotion in summer is,2019-08-14,14th of August,summer,2,Blake
Steve,2019-01-28,Frank,2019-03-12,Neil,2019-06-12,"['Steve', 'Frank', 'Neil']",Steve arrived in the UK on the 28th of January. Frank arrived in the UK on the 12th of March. Neil arrived in the UK on the 12th of June. The only person that arrived in the UK in spring is,2019-06-12,12th of June,spring,1,Neil
Mark,2019-08-16,Robert,2019-12-16,Jason,2019-09-06,"['Mark', 'Robert', 'Jason']",Mark called a friend on the 16th of August. Robert called a friend on the 16th of December. Jason called a friend on the 6th of September. The only person that called a friend in fall is,2019-12-16,16th of December,fall,3,Robert
Marco,2019-12-06,Rachel,2019-12-03,Max,2019-04-30,"['Marco', 'Rachel', 'Max']",Marco cleaned the shed on the 6th of December. Rachel cleaned the shed on the 3rd of December. Max cleaned the shed on the 30th of April. The only person that cleaned the shed in spring is,2019-04-30,30th of April,spring,1,Max
Walker,2019-11-05,Rachel,2019-05-26,Aaron,2019-03-20,"['Walker', 'Rachel', 'Aaron']",Walker painted a portrait on the 5th of November. Rachel painted a portrait on the 26th of May. Aaron painted a portrait on the 20th of March. The only person that painted a portrait in fall is,2019-11-05,5th of November,fall,3,Walker
Grant,2019-06-28,Josh,2019-11-24,Ryan,2019-03-03,"['Grant', 'Josh', 'Ryan']",Grant had a barbecue on the 28th of June. Josh had a barbecue on the 24th of November. Ryan had a barbecue on the 3rd of March. The only person that had a barbecue in summer is,2019-06-28,28th of June,summer,2,Grant
Brandon,2019-08-30,Fred,2019-12-11,Martin,2019-03-20,"['Brandon', 'Fred', 'Martin']",Brandon painted a mural on the 30th of August. Fred painted a mural on the 11th of December. Martin painted a mural on the 20th of March. The only person that painted a mural in summer is,2019-08-30,30th of August,summer,2,Brandon
Jason,2019-08-24,Robert,2019-03-08,Michael,2019-09-06,"['Jason', 'Robert', 'Michael']",Jason went to a concert on the 24th of August. Robert went to a concert on the 8th of March. Michael went to a concert on the 6th of September. The only person that went to a concert in winter is,2019-03-08,8th of March,winter,0,Robert
Laura,2019-04-22,Peter,2019-05-11,Josh,2019-07-21,"['Laura', 'Peter', 'Josh']",Laura painted a portrait on the 22nd of April. Peter painted a portrait on the 11th of May. Josh painted a portrait on the 21st of July. The only person that painted a portrait in summer is,2019-07-21,21st of July,summer,2,Josh
Neil,2019-05-16,Hunter,2019-04-02,Emily,2019-10-09,"['Neil', 'Hunter', 'Emily']",Neil watched a documentary on the 16th of May. Hunter watched a documentary on the 2nd of April. Emily watched a documentary on the 9th of October. The only person that watched a documentary in fall is,2019-10-09,9th of October,fall,3,Emily
